right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
67.1,39.88,11.16,175.0,177.6,112.44,113.4,0
79.0,55.6,7.723,175.2,175.4,128.2,114.94,0
98.8,79.56,7.695,175.8,175.5,156.6,139.2,0
80.0,69.25,81.0,146.2,150.2,144.0,80.94,0
88.4,62.25,9.06,176.5,176.2,127.56,120.1,0
87.44,52.06,10.0,176.1,175.4,113.4,116.2,0
48.75,38.16,10.516,174.1,174.6,113.94,135.6,0
92.8,49.62,11.57,175.9,174.4,112.9,107.4,0
71.7,54.94,8.79,176.1,176.4,114.5,105.75,0
78.9,79.6,81.44,150.6,153.1,142.9,111.1,0
88.7,71.1,7.918,176.2,177.4,149.9,134.0,0
67.7,47.88,9.555,175.5,176.5,121.9,117.25,0
50.16,26.3,8.68,176.6,178.5,114.9,144.2,0
51.8,28.05,9.5,177.6,178.5,107.94,140.6,0
76.2,83.56,79.3,150.1,150.8,141.6,121.75,0
61.5,34.38,9.266,178.1,178.0,109.94,131.1,0
68.44,45.22,8.02,174.8,176.5,117.7,114.3,0
80.2,51.62,9.01,175.2,175.0,136.0,122.44,0
79.2,69.25,80.9,143.8,151.6,144.2,89.5,0
76.44,69.2,85.75,148.1,152.4,147.5,91.25,0
78.2,52.38,87.4,143.8,156.1,148.9,84.56,0
75.8,51.78,80.44,141.5,157.1,149.9,83.0,0
80.06,49.75,83.4,139.2,154.5,146.9,66.2,0
80.8,80.56,84.06,146.5,157.4,146.5,116.56,0
76.94,77.8,83.8,148.4,156.1,144.2,111.94,0
78.6,73.5,83.7,144.0,155.5,145.0,100.2,0
77.7,66.5,84.8,137.5,155.2,148.0,85.8,0
80.5,33.44,87.75,142.0,156.8,151.1,90.56,0
75.0,62.1,82.5,147.1,153.1,150.9,87.6,0
77.56,50.44,82.44,143.9,153.2,143.4,80.9,0
77.5,64.8,82.6,143.8,150.9,143.1,82.6,0
77.0,74.9,81.4,147.9,150.1,144.4,93.75,0
78.94,68.1,83.8,146.9,150.9,146.5,78.56,0
79.8,63.5,82.44,143.0,152.0,145.5,85.56,0
79.75,55.06,80.6,148.0,155.8,152.5,87.2,0
82.25,73.56,82.1,149.1,147.6,160.9,103.8,0
