right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
75.9,70.75,66.5,65.94,71.3,126.5,141.4,0
77.6,77.25,62.03,62.78,77.44,131.5,133.2,0
93.44,95.8,65.9,49.06,75.6,158.1,123.1,0
76.8,77.5,62.78,49.25,79.0,140.0,112.2,0
58.28,66.9,64.56,51.0,71.3,144.4,118.0,0
60.38,71.75,62.16,51.3,67.1,143.8,129.4,0
42.03,60.1,70.1,50.2,56.88,144.2,125.75,0
55.78,62.56,61.9,54.1,66.94,144.6,126.8,0
39.94,40.28,65.5,53.06,62.22,130.8,126.8,0
41.44,46.1,67.1,53.78,64.75,133.8,128.9,0
33.47,35.28,63.88,51.66,60.22,133.1,125.94,0
33.56,35.72,63.97,50.78,60.0,133.8,125.7,0
47.3,42.66,67.44,54.3,63.62,132.8,120.06,0
